user_id,skill_id,correct,order_id,sequence_idx,ms_first_response
14,2,0,21617623,0,26271
14,25,0,21617623,1,26271
14,45,0,21617623,2,26271
14,2,1,21617632,3,29123
14,25,1,21617632,4,29123
14,45,1,21617632,5,29123
14,2,0,21617641,6,13779
14,25,0,21617641,7,13779
14,45,0,21617641,8,13779
14,2,0,21617650,9,16901
14,25,0,21617650,10,16901
14,45,0,21617650,11,16901
14,2,0,21617659,12,11079
14,25,0,21617659,13,11079
14,45,0,21617659,14,11079
14,2,0,21617667,15,8244
14,25,0,21617667,16,8244
14,45,0,21617667,17,8244
14,2,0,21617675,18,21884
14,25,0,21617675,19,21884
14,32,0,21617675,20,21884
14,49,0,21617675,21,21884
14,2,0,21617692,22,59891
14,32,0,21617692,23,59891
14,50,0,21617692,24,59891
14,2,1,21617731,25,64234
14,25,1,21617731,26,64234
14,32,1,21617731,27,64234
14,2,0,21617749,28,82572
14,32,0,21617749,29,82572
14,50,0,21617749,30,82572
14,2,1,21617805,31,30678
14,25,1,21617805,32,30678
14,32,1,21617805,33,30678
14,2,0,21617825,34,27225
14,25,0,21617825,35,27225
14,32,0,21617825,36,27225
14,49,0,21617825,37,27225
14,10,0,21617893,38,9236
14,12,1,21617915,39,11635
14,12,1,21617924,40,11012
14,10,0,21617931,41,3426
14,12,1,21617942,42,11417
14,10,0,21617953,43,11915
14,10,0,21617962,44,2212
21825,7,0,21616385,0,21942
21825,9,0,21616385,1,21942
21825,7,1,21616478,2,88939
21825,9,1,21616478,3,88939
21825,7,1,21616677,4,46960
21825,9,1,21616677,5,46960
21825,7,1,21616919,6,82821
21825,9,1,21616919,7,82821
21825,7,0,21671620,8,86655
21825,10,0,21671620,9,86655
21825,7,1,21671720,10,55062
21825,10,1,21671720,11,55062
21825,7,0,21671764,12,306200
21825,10,0,21671764,13,306200
21825,82,1,23944780,14,5906
21825,82,1,23944797,15,4015
21825,82,1,23944811,16,4391
21825,82,1,23944830,17,3438
21825,82,1,23944849,18,6844
21825,82,1,23944907,19,3829
21825,82,1,23944935,20,4281
21825,82,1,23944952,21,3906
21825,82,1,23944969,22,3797
21825,82,1,23944981,23,2922
51950,99,0,32240404,0,8495
51950,99,1,32240479,1,20116
51950,99,1,32240527,2,31663
51950,99,1,32240567,3,16733
51950,100,1,32240910,4,239181
51950,100,1,32241238,5,51870
52613,81,0,21351565,0,5047
52613,57,1,29417405,1,5288
52613,4,0,29994521,2,21668
52613,122,0,29994521,3,21668
52613,111,1,36259010,4,15872
52613,111,1,36259017,5,15728
52613,111,1,36259024,6,15629
53167,81,0,21430594,0,33032
53167,81,0,21432587,1,9938
53167,81,1,21432807,2,25485
53167,81,0,21433037,3,17110
53167,80,1,24605774,4,9985
53167,80,1,24605844,5,5469
53167,82,1,24605927,6,4687
53167,82,1,24605968,7,4297
53167,18,1,24606012,8,10672
53167,37,1,24606065,9,5547
53167,82,1,24606114,10,3532
53167,43,1,24606174,11,9172
53167,80,1,24606239,12,18064
53167,83,0,24606351,13,26720
53167,83,1,24606718,14,26673
53167,83,0,24606849,15,32048
53167,83,0,24607039,16,8969
53167,83,1,24607312,17,9016
53167,38,1,24607426,18,39938
53167,38,1,24607585,19,49877
53167,38,1,24607792,20,45595
53167,83,1,24608148,21,6468
53167,81,1,24608298,22,19797
53167,82,1,24608503,23,10922
53167,83,1,25442822,24,33613
53167,83,1,25443243,25,12627
53167,81,1,25443918,26,32785
53167,35,1,26352791,27,10765
53167,33,1,26352933,28,10391
53167,82,1,26353050,29,9078
53167,97,0,26353139,30,39420
53167,97,0,26353376,31,31186
53167,97,1,26450541,32,31296
53167,120,1,26450587,33,22579
53167,93,0,26450609,34,78023
53167,93,1,26450916,35,17508
53167,93,1,26450927,36,17707
53167,93,1,26450959,37,35940
53167,22,1,26450993,38,25552
53167,30,1,26451020,39,93535
53167,7,1,26451064,40,42792
53167,15,1,26451064,41,42792
53167,7,1,26451096,42,54136
53167,41,1,26451096,43,54136
53167,15,1,26451143,44,29137
53167,15,1,26451162,45,9647
53167,7,0,26451191,46,52353
53167,12,0,26451191,47,52353
53167,7,1,26451232,48,10166
53167,12,1,26451232,49,10166
53167,7,1,26451248,50,10970
53167,12,1,26451248,51,10970
53167,7,1,26451259,52,11101
53167,12,1,26451259,53,11101
53167,7,1,26451283,54,33539
53167,11,1,26451283,55,33539
53167,7,1,26451302,56,8609
53167,11,1,26451302,57,8609
53167,31,1,26452625,58,96885
53167,46,0,26452663,59,5129
53167,56,0,26452663,60,5129
53167,38,1,26452685,61,8265
53167,56,1,26452685,62,8265
53167,38,1,26452697,63,11844
53167,56,1,26452697,64,11844
53167,46,1,26452708,65,6798
53167,56,1,26452708,66,6798
53167,33,1,26452737,67,7816
53167,34,1,26452762,68,9232
53167,50,1,26452781,69,21363
53167,35,1,26452844,70,9624
53167,99,0,26452865,71,207414
53167,99,1,26453075,72,12128
53167,99,1,26453090,73,27751
53167,99,0,26453124,74,11798
53167,99,0,26453204,75,29500
53167,99,1,26453297,76,23340
53167,99,1,26453331,77,42398
53167,99,1,26453361,78,19136
53167,68,1,26453403,79,56780
53167,19,0,26453502,80,12638
53167,19,0,26453530,81,16029
53167,19,1,26453568,82,6769
53167,19,1,26453580,83,7275
53167,19,1,26453585,84,17347
53167,27,0,26453603,85,12598
53167,27,1,27220978,86,44094
53167,27,0,27221116,87,15688
53167,27,1,27221468,88,10891
53167,27,1,27221508,89,45453
53167,27,0,27221657,90,41906
53167,7,1,27222085,91,103798
53167,10,1,27222085,92,103798
53167,7,0,27222365,93,43953
53167,10,0,27222365,94,43953
53167,7,1,27223523,95,67097
53167,10,1,27223523,96,67097
53167,30,1,27224262,97,16313
53167,26,0,27224437,98,43485
53167,26,0,27227130,99,23235
53167,26,0,27228012,100,39251
53167,26,1,27228356,101,51532
53167,26,0,27228805,102,76766
53167,38,1,32513858,103,13023
53167,56,1,32513858,104,13023
53167,38,1,32513894,105,9484
53167,56,1,32513894,106,9484
53167,80,0,32513933,107,14245
53167,80,1,32514095,108,17633
53167,80,1,32514111,109,3457
53167,80,1,32514122,110,7106
53167,81,1,32514163,111,234539
53167,83,1,32514554,112,48588
53167,83,1,32514646,113,23514
53167,38,1,32514688,114,43725
53167,38,1,32514728,115,35559
53167,38,1,32514761,116,24237
53167,38,1,32514789,117,25224
53167,38,1,32514822,118,24003
53167,33,1,32514864,119,21520
53167,31,1,32514907,120,57645
53167,31,1,32514972,121,8859
53167,31,1,32514984,122,7005
53167,31,1,32515000,123,12773
53167,31,0,32515547,124,11879
53167,31,0,32515693,125,20404
53167,31,1,32515919,126,18520
53167,31,1,32515956,127,13506
53167,31,1,32515976,128,17231
53167,31,1,32515996,129,50428
53167,23,0,32516037,130,182992
53167,52,0,32516037,131,182992
53167,23,0,32516688,132,89390
53167,44,0,32516688,133,89390
53167,23,0,32516839,134,88643
53167,23,1,32516973,135,29419
53167,44,1,32516973,136,29419
53167,23,1,32516982,137,15127
53167,44,1,32516982,138,15127
53167,23,1,32516992,139,8953
53167,45,0,32517015,140,99708
53167,45,0,32517156,141,68479
53167,45,1,32517250,142,40152
53167,45,1,32517295,143,34533
53167,45,1,32517316,144,39228
53167,79,0,32517362,145,31771
53167,79,1,32517401,146,16620
53167,79,1,32517422,147,22302
53167,79,1,32517445,148,15558
53167,39,0,32517498,149,81429
53167,39,1,32517627,150,23471
53167,39,1,32517648,151,22610
53167,39,1,32517672,152,26092
53167,82,0,32517717,153,67075
53167,82,1,32517934,154,218239
53167,82,1,32518135,155,3502
53167,82,1,32518143,156,56501
53167,82,1,32518240,157,8014
53167,57,1,32518261,158,11725
53167,48,0,32518312,159,22793
53167,48,0,32518527,160,53432
53167,48,1,32518749,161,76166
53167,48,0,32518850,162,64771
53167,48,1,32518898,163,96651
53167,54,0,32528891,164,17346
53167,54,0,32528900,165,31621
53167,54,1,32528913,166,11756
53167,54,1,32528920,167,7927
53167,54,0,32528927,168,17995
53167,54,0,32528939,169,30494
53167,54,1,32528966,170,12973
53167,54,1,32528980,171,6447
53167,54,1,32528987,172,35547
53167,54,1,32529015,173,10065
53167,82,1,32529048,174,6238
53167,82,1,32529061,175,14383
53167,80,1,32529084,176,5237
53167,42,0,32529106,177,36067
53167,42,1,32529196,178,62937
53167,42,1,32529259,179,70209
53167,42,1,32529305,180,21211
53167,42,0,32529351,181,4088
53167,42,1,32529377,182,4430
53167,42,1,32529384,183,10823
53167,42,1,32529390,184,2823
53167,33,1,32529407,185,6655
53167,33,1,32529434,186,20209
53167,34,1,32529434,187,20209
53167,33,1,32529465,188,7756
53167,34,1,32529488,189,9598
53167,34,1,32529506,190,5068
53167,34,1,32529528,191,7328
53167,34,1,32529557,192,11070
53167,34,1,32529580,193,5144
53167,34,1,32529610,194,7258
53167,35,1,32529642,195,4636
53167,35,1,32529668,196,5566
53167,35,1,32529692,197,16835
53167,36,1,32529692,198,16835
53167,47,1,32529692,199,16835
53167,35,0,32529723,200,24901
53167,36,0,32529723,201,24901
53167,47,0,32529723,202,24901
53167,35,0,32529765,203,31190
53167,36,0,32529765,204,31190
53167,47,0,32529765,205,31190
53167,35,0,32529795,206,26650
53167,36,0,32529795,207,26650
53167,47,0,32529795,208,26650
53167,35,0,32529828,209,40449
53167,36,0,32529828,210,40449
53167,47,0,32529828,211,40449
53167,35,1,32529901,212,16920
53167,36,1,32529901,213,16920
53167,47,1,32529901,214,16920
53167,35,1,32529911,215,17820
53167,36,1,32529911,216,17820
53167,47,1,32529911,217,17820
53167,98,1,32529945,218,5662
53167,97,0,32529969,219,25724
53167,97,0,32530003,220,34795
53167,97,0,32530130,221,7381
53167,97,1,32530142,222,8726
53167,97,1,32530150,223,21692
53167,97,1,32530189,224,15572
53167,98,0,32530210,225,34711
53167,98,0,32530266,226,44042
53167,98,0,32530316,227,28210
53167,98,1,32530374,228,20924
53167,98,1,32530405,229,27058
53167,45,1,32530482,230,58493
53167,55,1,32618805,231,24502
53167,37,1,32618851,232,5899
53167,80,1,32618888,233,4933
53167,18,1,32618915,234,5496
53167,57,1,32618963,235,19295
53167,22,1,32619014,236,11021
53167,47,1,32619040,237,5619
53167,47,1,32619100,238,71401
53167,47,1,32619221,239,53274
53167,47,1,32619286,240,8427
53167,47,1,32619318,241,4631
53167,47,1,32619324,242,3145
53167,50,0,33401989,243,45238
53167,50,1,33402120,244,11358
53167,50,1,33402139,245,8115
53167,50,1,33402161,246,5911
53167,50,0,33402196,247,40379
53167,50,0,33402253,248,9923
53167,49,0,33444439,249,176088
53167,54,1,33446607,250,23152
53167,40,0,33447687,251,45943
53167,47,0,33447687,252,45943
53167,40,0,33448120,253,8783
53167,47,0,33448120,254,8783
53167,40,0,33448432,255,24723
53167,47,0,33448432,256,24723
53167,53,1,33448835,257,8454
53167,53,1,33448904,258,14283
53167,53,0,33448994,259,31895
53167,53,1,33450022,260,8907
53167,53,1,33450059,261,7064
53167,21,1,35128018,262,72533
53167,112,0,35128066,263,64033
53167,98,0,35128203,264,30642
53167,98,1,35128227,265,29736
53167,98,1,35128243,266,5703
53167,98,0,35128251,267,19172
53167,7,1,35128429,268,12110
53167,11,1,35128429,269,12110
53167,7,1,35128448,270,10000
53167,11,1,35128448,271,10000
53167,7,0,35128502,272,82862
53167,10,0,35128502,273,82862
53167,7,1,35128726,274,15266
53167,12,1,35128726,275,15266
53167,7,1,35128779,276,10453
53167,12,1,35128779,277,10453
53167,10,1,35128920,278,81035
53167,9,0,35129136,279,93552
53167,99,0,35506517,280,178516
53167,99,0,35506651,281,28596
53167,99,0,35506668,282,39690
53167,99,1,35506688,283,5626
53167,99,0,35506697,284,77300
53167,99,1,35506783,285,20461
53167,99,1,35506790,286,18061
53167,99,0,35506795,287,20478
53167,99,0,35506810,288,10889
53167,99,1,35506814,289,2577
53167,99,1,35506817,290,15208
53167,100,1,35506845,291,26989
53167,100,1,35506856,292,26819
53167,100,1,35506888,293,23545
53167,100,1,35506916,294,26040
53167,100,0,35506931,295,23668
53167,100,0,35506945,296,6816
53167,100,1,35507020,297,30392
53167,100,0,35507045,298,20165
53167,100,1,35507051,299,7540
53167,64,1,35507059,300,20073
53167,64,1,35507080,301,24567
53167,100,1,35507087,302,22633
53167,100,1,35507105,303,16023
53167,100,1,35507113,304,24616
53167,5,1,35507211,305,15800
53167,5,0,35507230,306,14002
53167,5,1,35507286,307,12559
53167,5,1,35507293,308,9082
53167,5,0,35507298,309,20972
53167,59,0,35507318,310,21895
53167,30,0,35753870,311,13671
53167,30,0,35754149,312,56715
53167,30,1,35754416,313,49200
53167,30,1,35754605,314,52856
53167,30,1,35754772,315,54123
53167,30,1,35754929,316,31921
53167,30,1,35755017,317,31374
53167,50,1,35755540,318,41232
54318,100,0,28025073,0,52514
54318,100,1,28025106,1,4397
54318,100,1,28025109,2,3557
54318,100,1,28025112,3,8131
54318,100,1,28025127,4,95119
54318,100,0,28025188,5,32444
54318,100,1,28025202,6,7093
54318,100,1,28025206,7,26128
54318,100,1,28025216,8,7065
54318,100,1,28025226,9,15765
54318,64,1,28025243,10,25660
54318,100,1,28025272,11,15357
54318,100,1,28025291,12,13370
54318,100,0,28025300,13,7173
54318,100,1,28025304,14,3883
54318,100,1,28025307,15,2679
54318,100,1,28025310,16,5074
54318,100,1,28025320,17,17897
54318,100,0,28025338,18,16558
54318,100,1,28025343,19,4716
54318,100,1,28025348,20,5345
54318,100,1,28025354,21,3045
54318,100,1,28025365,22,11836
54318,100,1,28025379,23,11604
58161,100,0,34986426,0,1899873
58161,100,0,34986765,1,3280
58161,100,0,34986790,2,5219
58161,100,0,34986816,3,8878
58161,100,1,34986851,4,10463
58161,100,0,34986882,5,7280
58161,100,0,34987023,6,64546
58161,100,1,34987327,7,25611
58161,100,1,34987406,8,18339
58161,100,1,34987496,9,13522
64525,81,0,21441630,0,20797
64525,81,1,21441970,1,13797
64525,81,0,21442097,2,14172
64525,81,1,21442513,3,48813
64525,81,1,21442851,4,22187
64525,83,1,21443065,5,27672
64525,82,1,21443359,6,5390
64525,83,1,21443474,7,13937
64525,43,1,21443626,8,23359
64525,81,1,21443836,9,19235
64525,38,1,21444055,10,20984
64525,80,1,21444248,11,5953
64525,82,1,21444372,12,5016
64525,82,1,21444531,13,9922
64525,80,1,21444708,14,7094
64525,80,1,21444811,15,7610
64525,37,1,21444947,16,8610
64525,18,1,21445084,17,7734
64525,82,1,21445284,18,4828
64525,81,1,23711101,19,32547
64525,35,1,24572676,20,11547
64525,33,1,24572796,21,18391
64525,82,1,24572923,22,11344
64525,97,0,24573027,23,79312
64525,97,1,24573357,24,50796
64525,97,1,24573623,25,19922
64525,97,1,24573754,26,23937
64525,97,1,24573867,27,33218
64525,38,1,28177097,28,15282
64525,56,1,28177097,29,15282
64525,38,1,28177108,30,5337
64525,56,1,28177108,31,5337
64525,81,1,28177121,32,64263
64525,83,1,28177166,33,39476
64525,83,1,28177193,34,26934
64525,38,1,28177219,35,44933
64525,38,1,28177260,36,20761
64525,38,1,28177270,37,17860
64525,38,1,28177292,38,17312
64525,38,1,28177308,39,25604
64525,33,1,28177332,40,34242
64525,31,1,28177370,41,10719
64525,31,0,28177390,42,18155
64525,31,1,28177422,43,13351
64525,31,1,28177432,44,12574
64525,31,1,28177452,45,10335
64525,31,1,28177470,46,7821
64525,31,1,28177500,47,22097
64525,31,1,28177527,48,22097
64525,23,1,28177545,49,89200
64525,52,1,28177545,50,89200
64525,45,1,28177591,51,48041
64525,79,1,28177690,52,21492
64525,39,1,28177811,53,53014
64525,82,1,28178046,54,6688
64525,82,1,28178091,55,7978
64525,57,1,28178152,56,16960
64525,48,1,28178208,57,94233
64525,49,0,28178426,58,37415
64525,49,0,28178522,59,30629
64525,49,1,28178662,60,47691
64525,49,1,28178736,61,19027
64525,49,1,28178755,62,43858
64525,54,0,28178809,63,21788
64525,54,0,28178837,64,7568
64525,54,1,28178904,65,7328
64525,54,1,28178925,66,8840
64525,54,1,28178942,67,9586
64525,54,0,28178954,68,9116
64525,54,1,28178987,69,5094
64525,54,1,28179001,70,3550
64525,54,0,28179016,71,110890
64525,54,1,28179149,72,6919
64525,80,1,28179201,73,6476
64525,82,1,28179254,74,155647
64525,82,1,28179497,75,9157
64525,80,1,28179560,76,6158
64525,42,1,28179611,77,102486
64525,42,1,28179769,78,138321
64525,42,1,28179985,79,190559
64525,42,1,28180396,80,9719
